Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Lot Matrix,630279445242,VICTORY HOME GROWN AMERICAN LAGER 4/6 PK NR CASE,24,41.29,24,MICRO BREW,,U16
Lot Matrix,859612001314,21 AMENDMENT BLOOD ORANGE 4/6 PK CAN CASE,120,37.19,24,MICRO BREW,,U16
Standard,342430,MR GOODBAR ,23,1.19,1,General,,
Standard,344400,REESES PEANUT BUTTER CUP,26,1.19,1,General,,
Lot Matrix,754527007171,NEW BELGIUM FAT TIRE BEL WHITE 4/6 PK NR CASE,78,41.99,24,MICRO BREW,,U16
Standard,044000036584,NUTTY BUTTER COOKIES,10,0.99,1,General,,
Lot Matrix,763176250227,DESHUTES BLACK BUTTE XXIX NR BOTTLE,10,225.59,12,MICRO BREW,,U16
Lot Matrix,660588160246,YARDS PYNK 4/6 PK NR CASE,120,44.99,24,MICRO BREW,,U16
Lot Matrix,672438001357,BALLAST POINT PINEAPPLE SCULPIN 4/6 PK CAN CASE,12,65.92,24,MICRO BREW,,U16
Lot Matrix,018200229893,BUD LIGHT MANGO A RITA 2/12 8OZ CAN CASE,132,25.89,24,MICRO BREW,,U16
Lot Matrix,018200964367,MICHLOB ULTRA CACTUS LIME 4/6 PK NR CASE,48,30.29,24,BEER DOMESTIC,,U16
Lot Matrix,852797006754,EVO LIMON IPA 4/6 PK NR CASE,0,43.79,24,MICRO BREW,,U16
Lot Matrix,869242000076,ST BONIFACE PILSNER 4/6 PK NR CASE,72,39.49,24,MICRO BREW,,U16
Lot Matrix,857252005365,WYNDRIDGE PEAR CIDER 4/6 PK CAN CASE,24,43.69,24,CIDER,,U16
Lot Matrix,857252005358,WYNRIDGE MOSAIC RYE ALE 4/6 PK CAN CASE,48,43.69,24,CIDER,,U16
Lot Matrix,796363004228,AVERY MAHARAJA IPA6/4  PK CAN CASE,72,97.11,24,MICRO BREW,,U16
Lot Matrix,796363004112,AVERY HOG HEAVEN 6/4 PK CAN CASE,44,80.21,24,MICRO BREW,,U16
Lot Matrix,786243560098,FLYING DOG SUNFLOWER PILSNER 4/6 PK NR CASE,24,50.63,24,MICRO BREW,,U16
Lot Matrix,786243510109,FLYING DOG LEMONDROP 4/6 PK NR CASE,18,50.63,24,MICRO BREW,,U16
Lot Matrix,660588090109,YARDS THOMAS JEFFERSON TAVERN ALE 4/6 PK NR CASE,12,44.99,24,MICRO BREW,,U16
Lot Matrix,092000020812,NOT YOUR FATHERSMOUNTAIN ALE 4/6 PK NR CASE,0,46.69,24,MICRO BREW,,U16
Lot Matrix,853575001404,SLY FOX PHOENIX PALE ALE 4/6 PK CAN CASE,48,36.69,24,MICRO BREW,,U16
Lot Matrix,793573594990,EVO LUCKY 7 4/6 PK NR CASE,18,40.69,24,MICRO BREW,,U16
Standard,GWP16, WOLF PUP 1/6 BARREL,0,94.99,1,MICRO BREW,,B16
Lot Matrix,TWE22,TROEGS WILD ELF 22 OZ NR CASE,0,0.00,12,MICRO BREW,,U16
Lot Matrix,638489003023,DOGFISH HEAD LUPU-LUAU IPA 4/6 PK NR CASE,96,55.49,24,MICRO BREW,,U16
Lot Matrix,087692004813,TRULY SICILIAN BLOOD ORANGE 4/6 PK NR CASE,36,38.39,24,MALT BEVERAGE,,U16
Lot Matrix,088573800142,SHINER STRAWBERRY BLONDE 4/6 PK CAN CASE,0,36.29,24,MICRO BREW,,U16
Lot Matrix,858604005354,AUSTIN EASTCIDERS BLOODORANGE CIDER 4/6 CANS CASE,18,47.69,24,CIDER,,U16
Standard,070310014219,LABATTS BLUE 16 OZ CAN 18 PK,38,16.69,1,BEER IMPORT,,U16
Standard,070310014202,LABATTS LIGHT 16 OZ CAN 18 PK,20,16.69,1,BEER IMPORT,,U16
Standard,4,Conv. Charge (%),0,0.00,1,General,,
Standard,5,Conv. Charge ($),-2,0.00,1,General,,
Standard,6,Lottery Redeem,0,0.00,1,General,,
Standard,8,Instant Lottery,0,0.00,1,General,,
Standard,9,Credit Payment,0,0.00,1,General,,
Standard,13,ACCOUNTING,0,0.00,1,General,,
Standard,14,BACKUP,0,0.00,1,General,,
Standard,15,REPORTS,0,0.00,1,General,,
Standard,16,Edit Permission Group,0,0.00,1,General,,
Standard,17,Store Setting,0,0.00,1,General,,
Standard,18,Coupon,0,0.00,1,General,,
Lot Matrix,LCS66,LEIN CRANBERRY SHANDY 2/12 PK NR CASE,0,15.99,24,MICRO BREW,,U16
Standard,07115300204,SP STP POWER STEERING FLU,0,2.49,1,SOUR BEERS,018200113499,
Standard,67455411107,PRIDE ANTIFREEZE 50/50 PR,0,5.79,6,SOUR BEERS,018200113499,
Standard,456test,Testing Item,230,2.99,10,Test Dep,Test Cat,Test size
Standard,123test,Testing Item,0,2.99,2,Test Dep,Test Cat,Test size
Standard,04160170854,Test Item SKU,76,2.99,1,General,GENESSE,
Standard,clone 1,Testing Item clone 1,0,2.99,2,Test Dep,Test Cat,Test size
Lot Matrix,Clone 2,HOPBOT IPA CASE Clone 1,0,35.49,24,MICRO BREW,MICRO BREW,
Lot Matrix,HOPBOT IPA CASE Clone 2,HOPBOT IPA CASE Clone 2,0,35.99,24,MICRO BREW,MICRO BREW,
Standard,testing 111,testing 111,0,5.90,1,BUD LIGHT 12 OZ NR CASE,018200530302,
Standard,testing 11,testing 11,0,2.99,1,BUD LIGHT 12 OZ NR CASE,018200530302,
Standard,test image 123,test 123 image,0,3.29,1,BUD 12OZ NR CASE,018200113499,
Standard,123 test qoh,123 test qoh,0,2.99,1,BUD 12OZ NR CASE,018200113499,
Standard,test 12,test 12,0,4.18,1,BUD 12OZ NR CASE,018200113499,
Standard,"CLT 1/4 BAR",COORS LIGHT 1/4 BARREL,51,65.49,0,BEER DOMESTIC,COORS,B14
Standard,"CLT 1/2 BAR",COORS LIGHT 1/2 BARREL,93,116.99,0,BEER DOMESTIC,COORS LIGHT,B12
Standard,"LT 1/2BAR",LITE 1/2 BARREL,95,114.95,0,BEER DOMESTIC,LITE,B12
Standard,"LANDSHARK 1/2",LANDSHARK  1/2 BARREL,108,136.79,0,BEER DOMESTIC,MISC. DOMESTIC,B16
Standard,"RR 1/2 BAR",ROLLING ROCK 1/2 BARREL,97,122.78,0,BEER DOMESTIC,ROLLING ROCK,B12
Standard,"YNG 1/4BAR",YUENGLING 1/4 BARREL,42,54.99,0,BEER DOMESTIC,YUENGLING,B14
Standard,"YNG 1/2BAR",YUENGLING 1/2 BARREL,68,87.69,0,BEER DOMESTIC,YUENGLING,B12
Standard,"BCK 1/2 BAR",BECKS 1/2 BARREL,105,132.99,0,BEER IMPORT,BECKS,B12
Standard,"HNK 1/2 BAR",HEINEKEN 1/2 BARREL,107,135.99,0,BEER IMPORT,HEINEKEN,B12
Standard,"LABA 1/2BAR",LABATTS BLUE 1/2BARREL,102,116.77,0,BEER IMPORT,LA BATTA BLUE,B12
Standard,"LABA 1/4BAR",LABATTS BLUE 1/4 BARREL,57,69.99,0,BEER IMPORT,LA BATTA BLUE,B14
Standard,"LABA LT 1/2BAR",LABATTS LIGHT 1/2 BARREL,83,105.79,0,BEER IMPORT,LA BATTA BLUE,B12
Standard,"HARP 1/2BAR",HARP LAGER 1/2 BARREL,118,152.29,0,BEER IMPORT,MISC. IMPORTS,B12
Standard,"BASS 1/2BAR",BASS ALE 1/2 BARREL,138,174.68,0,BEER IMPORT,MISC. IMPORTS,B12
Standard,"SPATEN LAGER 1/2BAR",SPATEN LAGER 1/2 BARREL,157,198.73,0,BEER IMPORT,MISC. IMPORTS,B12
Standard,"MLSGLD 1/4BAR",MOLSON GOLDEN 1/4 BARREL,53,66.59,0,BEER IMPORT,MOLSON,B14
Standard,"MLSICE 1/2 BAR",MOLSON ICE 1/2 BARREL,104,131.65,0,BEER IMPORT,MOLSON,B12
Standard,"MLSLGR 1/4BRL",MOLSON CANADIAN LAGER 1/4BAREL,56,71.15,0,BEER IMPORT,MOLSON,B14
Standard,"SUMVA CASE",SUMMIT  WINTER ALE NR12 PK,4,5.99,0,MICRO BREW,MICRO BREW,U16
Standard,"CO2 2.5",CO2  - 2 1/2 LB,6,8.49,0,TAXABLE MISC,CO2,
Standard,"CO2 5",CO2 -  5 LB,9,12.29,0,TAXABLE MISC,CO2,
Standard,072890001535,AMSTEL LIGHT 12 OZ LOOSE CAN CASE,25,33.39,0,BEER IMPORT,AMSTEL,U16
Standard,089924219880,YUENGLING PREM 12 OZ CAN LOOSE CASE,11,14.69,0,BEER DOMESTIC,General,U16
Standard,P12,PALLET 12,132,12.00,0,General,General,
Standard,022100112193,PABST 30 PK,17,21.99,0,BEER DOMESTIC,General,U16
Standard,070310000120,GENESEE CREAM ALE 30 PK,11,14.49,0,BEER DOMESTIC,General,U16
Standard,026200117003,SLIM JIM ORIGINAL STICK,1,1.69,0,NON TAXABLE MISC,General,
Standard,020735096345,TURKEY HILL ICE TEA,1,1.59,0,TAXABLE MISC,General,
Standard,029000072190,PLANTERS SPICY NUTS &CAJUN STICKS,2,3.19,0,NON TAXABLE MISC,General,
Standard,894135001182,GOOD STUFF GOLD 6 OZ BAG,7,9.59,0,TOBACCO,TOBACCO PRODUCT,
Standard,816568018339,SHARGIO CIG RED TUBES,1,2.50,0,TOBACCO,General,
Standard,017082000392,JACK LINKS BEEF & CHEESE 1.2 OZ SNACK,1,1.59,0,SNACKS,General,
Standard,854056004105,FREE WILL COMMUNITY KOLSCH NR 6 PK,4,5.99,0,MICRO BREW,General,U16
Standard,736920116513,GOOSE ISLAND IPA 15 PACK CAN,15,20.99,0,BEER DOMESTIC,General,U16
Standard,MH950,MAGIC HAT #9 1/2 BARREL,140,129.75,0,BEER IMPORT,General,B12
Standard,083791550169,DIRTY SHIPS MAUI ONION,2,1.99,0,General,General,
Standard,083791550046,DIRTY CHIPS BBQ,2,1.99,0,General,General,
Standard,083791550015,DIRTY CHIPS SEA SALTED,2,1.99,0,General,General,
Standard,786150001493,STELLA  ARTOIS 18 PK NR CASE,19,28.29,0,BEER IMPORT,General,U16
Standard,026200101927,SLIM JIM MINI STICK,0,0.35,0,CANDY,General,
Standard,054042000986,PONY EXPRESS CHEW CANS,1,1.39,0,CANDY,General,
Standard,054042004007,PONY EXPRESS BEEF STEAK MONSTER  2 OZ,2,2.49,0,CANDY,General,
Standard,054042003048,PONY EXPRESS PICKLED SAUSAGE,1,2.19,0,CANDY,General,
Standard,054042097603,PONY EXPRESS SMOKIN SWEET,1,0.99,0,CANDY,General,
Standard,054042095609,PONY EXPRESS CHEDDAR CHEESE,1,0.99,0,CANDY,General,
Standard,054042093605,PONY EXPRESS HONEY HAM,1,0.99,0,CANDY,General,
Standard,649440003068,OMMEGANG GIFT PACK,24,31.79,0,BEER IMPORT,General,U16
Standard,SP16,SHIPYARD PUMPKINHEAD 1/6 KEG,70,89.59,0,PUMPKIN,General,B16
Standard,CANDY,CANDY,46,61.58,0,General,General,
Standard,083706014205,DUVEL GIFT PACK,16,22.99,0,BEER IMPORT,General,U16
Standard,KI30,KEYSTONE ICE 30 PK CAN,15,18.99,0,BEER DOMESTIC,General,U16
Standard,K30,KEYSONE 30 PACK CANS,15,18.99,0,BEER DOMESTIC,General,U16
Standard,054042008067,PONY EXPRESS SMOKIN LAVA 1 OZ BEEF JERKY,2,1.99,0,CANDY,General,
Standard,054042001068,PONEY EXPRESS ORIGINA  JERKY 1 OZ BAG,2,1.99,0,CANDY,General,
Standard,018200209918,STELLA GIFT PK,15,21.99,0,BEER IMPORT,General,U16
Standard,649440001002,GAME OF THRONES GIFT PK,15,22.99,0,MICRO BREW,General,U16
Standard,637704700075,MAD ELF GRAND CRU  750ML BOTTLE,10,15.49,0,MICRO BREW,General,U16
Standard,071990300869,COORS LIGHT 28 PK NR CASE,18,23.49,0,BEER DOMESTIC,General,U16
Standard,FCBS,FOUNDERS CBS CASE,0,0.00,0,General,General,
Standard,TR,TAP REFUND,30,30.00,0,RENTAL EQUIPMENT,General,
Standard,mehul,Mehul REFUND,30,30.00,0,RENTAL EQUIPMENT,General,
Standard,18200113499,BUD 12OZ NR LOOSE CASE,17,23.89,1,BEER DOMESTIC,BUDWEISER,U16
Standard,18200533495,BUD LIGHT 12 OZ NR LOOSE CASE,22,23.89,1,BEER DOMESTIC,BUDWEISER,U16
Standard,18200530302,BUD LIGHT 30 PACK,58,23.49,1,BEER DOMESTIC,BUDWEISER,U16
Standard,18200370304,BUD ICE  30 PACK,12,25.39,1,BEER DOMESTIC,BUDWEISER,U16
Standard,18200281334,BUD LIGHT LIME 30 PACK,-2,28.19,1,BEER DOMESTIC,BUDWEISER,U16
Standard,18200112188,BUD 12 OZ CAN 18 PACK,5,17.69,1,BEER DOMESTIC,BUDWEISER,U16
Standard,18200532184,BUD LIGHT 12 OZ  CAN18 PACK,12,17.69,1,BEER DOMESTIC,BUDWEISER,U16
Standard,18200610301,BUSCH 30 PACK,21,19.99,1,BEER DOMESTIC,BUSCH,U16
Standard,18200611827,BUSCH 16OZ CANS 18 PK,10,16.19,1,BEER DOMESTIC,BUSCH,U16
Standard,18200861826,BUSCH  LIGHT 16OZ CANS 18 PK,15,16.19,1,BEER DOMESTIC,BUSCH,U16
Standard,18200272189,NATURAL ICE 12OZ CANS 18 PK,19,11.49,1,BEER DOMESTIC,BUSCH,U16
Standard,71990100339,COORS 30 PACK,14,23.79,1,BEER DOMESTIC,COORS,U16
Standard,34100807412,HAMMS 30 PACK,19,14.79,1,BEER DOMESTIC,COORS,U16
Standard,71990900298,COORS EXTRA GOLD 30 PACK,18,17.69,1,BEER DOMESTIC,COORS EXTRA GOLD,U16
Standard,71990300791,COORS LIGHT NR LOOSE CASE,28,23.49,1,BEER DOMESTIC,COORS LIGHT,U16
Standard,71990300227,COORS LIGHT 7OZ NR,11,16.69,1,BEER DOMESTIC,COORS LIGHT,U8
Standard,71990300838,COORS LIGHT 8OZ CANS  LOOSE CASE,14,15.79,1,BEER DOMESTIC,COORS LIGHT,U8
Standard,71990300302,COORS LIGHT 30 PACK,88,23.79,1,BEER DOMESTIC,COORS LIGHT,U16
Standard,71990300739,COORS LIGHT 16OZ CANS 18 PACK,25,18.29,1,BEER DOMESTIC,COORS LIGHT,U16
Standard,71990300852,COORS LIGHT COOLER BAGS,0,28.59,1,BEER DOMESTIC,COORS LIGHT,U16
Standard,71990300616,COORS LIGHT 10 OZ CAN LOOSE CASE,1,15.99,1,BEER DOMESTIC,COORS LIGHT,U16
Standard,71990100810,COORS 12OZ NR LOOSE CASE,9,23.49,1,BEER DOMESTIC,COORS LIGHT,U16
Standard,70310000113,GENESEE 30 PACK,23,14.49,1,BEER DOMESTIC,GENESSE,U16
Standard,70310000137,GENESEE LIGHT  30 PACK,16,14.49,1,BEER DOMESTIC,GENESSE,U16
Standard,70310000144,GENESEE ICE  30 PACK,28,14.49,1,BEER DOMESTIC,GENESSE,U16
Standard,71990480196,KEYSTONE LIGHT30 PACK,-3,18.99,1,BEER DOMESTIC,KEYSTONE,U16
Standard,71990480172,KEYSTONE LIGHT 16OZ 18 PACK,57,15.99,1,BEER DOMESTIC,KEYSTONE,U16
Standard,85053420012,LIONS HEAD 12OZ NR,7,16.99,1,BEER DOMESTIC,LIONSHEAD,U16
Standard,85053520385,LIONS HEAD LIGHT 12OZ NR,3,16.99,1,BEER DOMESTIC,LIONSHEAD,U16
Standard,34100572433,LITE 12 OZ NR LOOSE CASE,68,23.49,1,BEER DOMESTIC,LITE,U16
Standard,34100573911,LITE 7OZ NR CASE,2,17.29,1,BEER DOMESTIC,LITE,U8
Standard,34100573416,LITE  30 PACK,153,23.79,1,BEER DOMESTIC,LITE,U16
Standard,34100573812,LITE 16OZ CAN 18 PK CANS,0,18.29,1,BEER DOMESTIC,LITE,U16
Standard,34100575090,LITE NR 12 PACK,25,13.69,2,BEER DOMESTIC,LITE,U16
Standard,18200410307,MICHELOB 30 PK,1,27.89,1,BEER DOMESTIC,MICHELOB,U16
Standard,18200965500,MICH. ULTRA 30 PACK,5,26.69,1,BEER DOMESTIC,MICHELOB,U16
Standard,18200430305,MICHELOB LIGHT 30 PACK,1,27.89,1,BEER DOMESTIC,MICHELOB,U16
Standard,18200967214,MICH. ULTRA 12OZ  CAN 18 PK,14,18.59,1,BEER DOMESTIC,MICHELOB,U16
Standard,18200966248,MICH. ULTRA12 OZ  NR 18 PK,18,18.59,1,BEER DOMESTIC,MICHELOB,U16
Standard,34100778354,MICKEY MALT 12OZ NR,4,24.49,1,BEER DOMESTIC,MICKEY,U16
Standard,34100173418,MGD 30 PACK,16,24.79,1,BEER DOMESTIC,MILLER,U16
Standard,34100012434,MILLER HIGHLIFE 12OZ NR LOOSE CASE,11,18.99,1,BEER DOMESTIC,MILLER,U16
Standard,34100013417,MILLER HIGHLIFE 30 PACK,5,19.99,1,BEER DOMESTIC,MILLER,U16
Standard,34100032432,MILLER HIGHLIFE LIGHT 12OZ NR LOOSE CASE,0,18.99,1,BEER DOMESTIC,MILLER,U16
Standard,34100033415,MILLER HIGHLIFE LIGHT 30 PACK,26,19.99,1,BEER DOMESTIC,MILLER,U16
Standard,34100673413,RED DOG 30 PACK,6,18.99,1,BEER DOMESTIC,MILLER,U16
Standard,34100313418,MILWAUKEE BEST30 PACK,22,16.49,1,BEER DOMESTIC,MILWAUKEE,U16
Standard,34100303419,MILWAUKEE B. ICE 30 PACK,0,16.49,1,BEER DOMESTIC,MILWAUKEE,U16
Standard,72720014353,BLACK LABEL 24 PACK CAN,3,15.59,1,BEER DOMESTIC,MISC. DOMESTIC,U16
Standard,18200150302,NATURAL LIGHT 30 PACK,42,16.49,1,BEER DOMESTIC,NATURAL,U16
Standard,18200270307,NATURAL ICE 30 PACK,110,16.49,1,BEER DOMESTIC,NATURAL,U16
Standard,52300004349,OLD MILWAUKEE 30 PACK,12,19.10,1,BEER DOMESTIC,OLD MILWAUKEE,U16
Standard,52300004356,OLD MILWAUKEE LIGHT 30 PACK,3,19.10,1,BEER DOMESTIC,OLD MILWAUKEE,U16
Standard,22100001718,PABST 12 OZ CAN LOOSE CASE,2,18.19,1,BEER DOMESTIC,PABST,U16
Standard,71250259098,NATIONAL BOHEMIAN 30 PK,12,20.39,1,BEER DOMESTIC,PABST,U16
Standard,70310012468,HONEY BROWN 30 PACK,1,19.19,1,BEER DOMESTIC,PABST,U16
Standard,71439700243,ROLLING ROCK 7OZ NR,10,17.29,1,BEER DOMESTIC,ROLLING ROCK,U8
Standard,71439344188,ROLLING ROCK 12 OZ CAN 18 PK,28,13.99,1,BEER DOMESTIC,ROLLING ROCK,U16
Standard,72480024166,SCHAEFER 30 PACK,2,18.79,1,BEER DOMESTIC,SCHAEFER,U16
Standard,20604201009,STRAUB LAGER 12 OZ NR LOOSE CASE,-1,24.99,1,BEER DOMESTIC,STRAUB,U16
Standard,20604203003,STRAUB AMBER12 OZ NR LOOSE CASE,0,24.99,1,BEER DOMESTIC,STRAUB,U16
Standard,72040313730,STROHS 12OZ 30CANS,6,18.99,1,BEER DOMESTIC,STROHS,U16
Standard,72040313747,STROHS LIGHT 12OZ 30CANS,0,18.99,1,BEER DOMESTIC,STROHS,U16
Standard,89924410034,YUENGLING LAGER 12 OZ NR LOOSE CASE,38,22.39,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924880073,YUENGLING LAGER 12 OZ CAN LOOSE CASE,120,20.75,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924215059,YUENGLING LAGER LIGHT12 OZ NR LOOSE  CASE,22,22.39,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924200000,YUENGLING LAGER LIGHT 12 OZ CAN LOOSE CASE,28,20.75,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924219897,YUENGLING LIGHT 12 OZ NR LOOSE CASE,6,17.69,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924288916,YUENGLING LIGHT12 OZ CAN LOOSE CASE,26,14.69,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924278962,YUENGLING LAGER 12 PK NR,-2,13.29,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924230502,YUENGLING LAGER LI.CAN12 PK,30,12.29,1,BEER DOMESTIC,YUENGLING,U16
Standard,89924278986,YUENGLING LAGER CAN 12 PACK,18,12.29,1,BEER DOMESTIC,YUENGLING,U16
Standard,80660956084,CORONA 12OZ NR LOOSE CASE,31,34.89,1,BEER IMPORT,CORONA,U16
Standard,80660954097,CORONA  7OZ NR LOOSE CASE,9,26.99,1,BEER IMPORT,CORONA,U8
Standard,80660956398,CORONA LIGHT NR LOOSE CASE,10,34.89,1,BEER IMPORT,CORONA,U16
Standard,80660957104,MODELO ESPECIAL12 OZ CAN LOOSE CASE,12,28.69,1,BEER IMPORT,CORONA,U16
Standard,72890000439,HEINEKEN 7OZ NR CASE,10,24.59,1,BEER IMPORT,HEINEKEN,U8
Standard,62067051098,LABATTS BLUE 12OZ 28 PK LOOSE NR CASE,15,28.69,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,62067049095,LABATTS LIGHT 28 PK LOOSE 12OZ NR,360,28.69,24,BEER IMPORT,LA BATTA BLUE,U16
Standard,62067051463,LABATTS BLUE 30 PK,9,29.59,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,62067049460,LABATTS LIGHT 30 PK,23,29.59,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,62067380464,LABATTS ICE 30 PK,13,18.79,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,70310012765,LABATTS EXTRA LIGHT 30 PK,0,29.59,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,33544944097,TSING TAO 12OZ NR,0,38.19,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,110085725115113,SAM SMITH WINTER WELCOME,0,66.29,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,68213034182,MOLSON CANADIAN12 OZ CAN LOOSE,18,25.99,2,BEER IMPORT,MOLSON,U16
Standard,68213094186,MOLSON  ICE 12 OZ CAN LOOSE CASE,8,25.99,1,BEER IMPORT,MOLSON,U16
Standard,85725108323,LINDEMANS GT PK,0,19.99,1,BEER IMPORT,TOP,U16
Standard,52300013013,OLD MILWAUKEE NA 12OZ NR 6 PAC,0,5.99,1,BEER NA,NON ALCHOHOLIC,
Standard,52300025467,OLD MILWAUKEE NA 24 PACK  CAN CASE,21,18.69,1,BEER NA,NON ALCHOHOLIC,U16
Standard,12546615952,DENTYNE GUM,13,1.29,1,CANDY,GUMS BIG,
Standard,40000140887,STARBURST TROPICAL,0,2.39,1,CANDY,MISC CANDY,
Standard,40000162643,STARBURST GUMMIBURSTS,0,2.39,1,CANDY,MISC CANDY,
Standard,19000083425,LIFESAVERS GUMMIES,0,2.49,1,CANDY,MISC CANDY,
Standard,22000073815,LIFESAVERS EXOTICS,0,2.39,1,CANDY,MISC CANDY,
Standard,25900247010,SWISHER SWEET GRAPE CIGARILLO,0,2.89,1,CIGAR,CIGAR,
Standard,25900247003,SWISHER SWEET SWEET CIGARILLO,0,2.89,1,CIGAR,CIGAR,
Standard,25900247027,SWISHER SWEET PEACH CIGARILLO,0,2.89,1,CIGAR,CIGAR,
Standard,71610299603,BACK WOODS SWEET AROMATIC,0,2.89,1,CIGAR,CIGAR,
Standard,71610302334,BACK WOODS HONEY BOURBON,0,2.89,1,CIGAR,CIGAR,
Standard,71610301863,BACK WOODS HONEY BERRY,0,2.89,1,CIGAR,CIGAR,
Standard,82000778264,SMIRNOFF SCREWDRIVER4/6 PK  NR CASE,0,37.89,1,MALT BEVERAGE,SMIRNOFF,U16
Standard,91037160782,FULL PINT VARIETY12 PKNR,0,24.59,1,MICRO BREW,MICRO BREW,U16
Standard,9125001701,ANDERSON VALLEY CANS,0,48.59,1,MICRO BREW,MICRO BREW,U16
Standard,29000075382,PLANTERS SALTED CASHEWS,7,1.59,1,NON TAXABLE MISC,SNACKS,
Standard,29000075399,PLANTERS HON ROA CASHEWS1.5 OZ,13,1.59,1,NON TAXABLE MISC,SNACKS,
Standard,29000075412,PLANTERS SMOKED ALMONDS1.5 OZ,0,1.99,1,NON TAXABLE MISC,SNACKS,
Standard,29000078789,PLANTERS NUTS SEEDSTRAIL MIX,0,3.19,1,NON TAXABLE MISC,SNACKS,
Standard,29000078802,PLANTERSFRUIT NUTS TRAIL MIX,0,3.19,1,NON TAXABLE MISC,SNACKS,
Standard,29000075375,PLANTERS HEAT PEANUTS,6,0.50,1,NON TAXABLE MISC,SNACKS,
Standard,29000017078,PLANTERS DRY ROASTED PEANUTS,11,0.69,1,NON TAXABLE MISC,SNACKS,
Standard,29000021112,PLANTERS P.B. CHOC. TRAIL MIX,0,3.19,1,NON TAXABLE MISC,SNACKS,
Standard,29000078628,PLANTERS HONEY ROASTED PEANUTS,5,0.69,1,NON TAXABLE MISC,SNACKS,
Standard,26200140391,SLIM JIM MONSTER HNY BBQ,0,2.79,1,NON TAXABLE MISC,SNACKS,
Standard,26200183237,SLIM JIM TERIYAKI 2.9 OZ,0,5.99,1,NON TAXABLE MISC,SNACKS,
Standard,26200183183,SLIM JIM ORIGINALI 2.9 OZ,0,3.99,1,NON TAXABLE MISC,SNACKS,
Standard,26200230641,SLIM JIM TANGY BBQ,0,1.69,1,NON TAXABLE MISC,SNACKS,
Standard,17082876324,JACKS LINKS PEPPERED 2.85 OZ,0,7.69,1,NON TAXABLE MISC,SNACKS,
Standard,17082876300,JACKS LINKS HICKORY SM 2.85 OZ,0,7.69,1,NON TAXABLE MISC,SNACKS,
Standard,17082876355,JACKS LINKS TERIYAKI 2.85 OZ,0,4.99,1,NON TAXABLE MISC,SNACKS,
Standard,17082876317,JACKS LINKS ORIGINAL 2.85 OZ,0,4.99,1,NON TAXABLE MISC,SNACKS,
Standard,17082876294,JACKS LINKS ORIGINAL BEEF STICK,0,1.69,1,NON TAXABLE MISC,SNACKS,
Standard,2248303,ORBIT GUM,1,1.29,1,NON TAXABLE MISC,SNACKS,
Standard,41780020673,UTZ SOUR CREAM CHIPS,9,1.49,1,NON TAXABLE MISC,SNACKS,
Standard,75130283180,PEANUTS IN SHELL ROASTED,0,2.49,1,NON TAXABLE MISC,SNACKS,
Standard,41780020871,UTZ RIPPLES CHIPS,0,2.79,1,NON TAXABLE MISC,SNACKS,
Standard,41780020475,UTZ ORIGINAL CHIPS,9,1.49,1,NON TAXABLE MISC,SNACKS,
Standard,38000845277,PRINGLES BBQ,0,0.59,1,NON TAXABLE MISC,SNACKS,
Standard,38000845253,PRINGLES SOUR CREAM ONION,0,0.59,1,NON TAXABLE MISC,SNACKS,
Standard,42238472747,HARIBO RAINBOW FROGS,0,1.79,1,NON TAXABLE MISC,SNACKS,
Standard,28348001756,GURLEYS ORANGE SLICES,0,0.50,1,NON TAXABLE MISC,SNACKS,
Standard,28348001893,GURLEYS TOOTSIE ROLLS,0,0.50,1,NON TAXABLE MISC,SNACKS,
Standard,28348900943,GURLEYS GUMMY APPLE RINGS,0,0.50,1,NON TAXABLE MISC,SNACKS,
Standard,28348072008,GURLEYS BLUE SHARKS,9,0.50,1,NON TAXABLE MISC,SNACKS,
Standard,41419420065,COMBOS PIZZERIA SNACKS,0,2.49,1,NON TAXABLE MISC,SNACKS,
Standard,41419420072,COMBOS CHEDDAR CHEESE SNACKS,0,2.49,1,NON TAXABLE MISC,SNACKS,
Standard,42897660004,BIG LEAGUEBUBBLE GUM,0,2.49,1,NON TAXABLE MISC,SNACKS,
Standard,42897660028,BIG LEAGUE SWININ S APPLE,2,2.49,1,NON TAXABLE MISC,SNACKS,
Standard,42897660011,BIG LEAGUE GROUND BALL GRAPE,0,2.49,1,NON TAXABLE MISC,SNACKS,
Standard,9800007615,TIC TAC FRESH MINTS,3,1.59,1,NON TAXABLE MISC,SNACKS,
